tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round
2000-W-T1-USA-02A-2000,Miami,Hard,96,T1,2000-03-20T00:00:00.000,073,200033,5,,Serena Williams,R,175,USA,,6,2421,200085,17,,Ai Sugiyama,R,163,JPN,,19,1291,6-3 6-0,3,R32
2000-W-T1-USA-02A-2000,Miami,Hard,96,T1,2000-03-20T00:00:00.000,049,200033,5,,Serena Williams,R,175,USA,,6,2421,200086,,,Magdalena Maleeva,R,168,BUL,,61,526,6-4 6-2,3,R64
2000-W-T2-USA-02A-2000,Amelia Island,Clay,56,T2,2000-04-10T00:00:00.000,040,200107,,,Paola Suarez,R,170,ARG,,62,524,200033,2,,Serena Williams,R,175,USA,,6,2488,6-3 4-6 5-2 RET,3,R32
2000-W-SL-GBR-01A-2000,Wimbledon,Grass,128,G,2000-06-26T00:00:00.000,125,200748,5,,Venus Williams,R,185,USA,,5,2647,200033,8,,Serena Williams,R,175,USA,,8,2254,6-2 7-6,3,SF
2000-W-SL-GBR-01A-2000,Wimbledon,Grass,128,G,2000-06-26T00:00:00.000,032,200033,8,,Serena Williams,R,175,USA,,8,2254,200084,,,Asa Svensson,R,,SWE,,38,759,6-3 6-2,3,R128
2000-W-SL-GBR-01A-2000,Wimbledon,Grass,128,G,2000-06-26T00:00:00.000,080,200033,8,,Serena Williams,R,175,USA,,8,2254,200714,,Q,Yvette Basting,R,,NED,,186,131,6-1 6-0,3,R64
2000-W-SL-GBR-01A-2000,Wimbledon,Grass,128,G,2000-06-26T00:00:00.000,122,200033,8,,Serena Williams,R,175,USA,,8,2254,200020,,,Lisa Raymond,R,165,USA,,21,1178,6-2 6-0,3,QF
2000-W-SL-GBR-01A-2000,Wimbledon,Grass,128,G,2000-06-26T00:00:00.000,116,200033,8,,Serena Williams,R,175,USA,,8,2254,200009,,,Tamarine Tanasugarn,R,165,THA,,40,739,6-1 6-1,3,R16
2000-W-SL-GBR-01A-2000,Wimbledon,Grass,128,G,2000-06-26T00:00:00.000,104,200033,8,,Serena Williams,R,175,USA,,8,2254,200066,,,Cristina Torrens Valero,R,,ESP,,73,435,6-2 6-1,3,R32
2000-W-T2-USA-05A-2000,Los Angeles,Hard,28,T2,2000-08-07T00:00:00.000,022,200033,5,,Serena Williams,R,175,USA,,7,2594,200049,4,,Conchita Martinez,R,170,ESP,,6,2705,6-2 4-6 6-2,3,QF
2000-W-T2-USA-05A-2000,Los Angeles,Hard,28,T2,2000-08-07T00:00:00.000,016,200033,5,,Serena Williams,R,175,USA,,7,2594,200009,,Q,Tamarine Tanasugarn,R,165,THA,,50,679,6-2 6-2,3,R16
2000-W-T2-USA-05A-2000,Los Angeles,Hard,28,T2,2000-08-07T00:00:00.000,006,200033,5,,Serena Williams,R,175,USA,,7,2594,200059,,,Ruxandra Dragomir Ilie,R,,ROU,,28,1008,6-0 6-1,3,R32
2000-W-T2-USA-05A-2000,Los Angeles,Hard,28,T2,2000-08-07T00:00:00.000,025,200033,5,,Serena Williams,R,175,USA,,7,2594,200001,1,,Martina Hingis,R,170,SUI,,1,5918,4-6 6-2 6-3,3,SF
2000-W-T2-USA-05A-2000,Los Angeles,Hard,28,T2,2000-08-07T00:00:00.000,027,200033,5,,Serena Williams,R,175,USA,,7,2594,200128,2,,Lindsay Davenport,R,189,USA,,2,5410,4-6 6-4 7-6(1),3,F
2000-W-T1-CAN-01A-2000,Canadian Open,Hard,56,T1,2000-08-14T00:00:00.000,036,200033,4,,Serena Williams,R,175,USA,,7,2613,200067,,,Patty Schnyder,L,168,SUI,,31,960,6-1 6-2,3,R32
2000-W-T1-CAN-01A-2000,Canadian Open,Hard,56,T1,2000-08-14T00:00:00.000,055,200001,1,,Martina Hingis,R,170,SUI,,1,5914,200033,4,,Serena Williams,R,175,USA,,7,2613,0-6 6-3 3-0 RET,3,F
2000-W-T1-CAN-01A-2000,Canadian Open,Hard,56,T1,2000-08-14T00:00:00.000,051,200033,4,,Serena Williams,R,175,USA,,7,2613,200041,16,,Amy Frazier,R,,USA,,20,1212,6-0 6-1,3,QF
2000-W-T1-CAN-01A-2000,Canadian Open,Hard,56,T1,2000-08-14T00:00:00.000,054,200033,4,,Serena Williams,R,175,USA,,7,2613,200017,7,,Arantxa Sanchez Vicario,R,,ESP,,9,1974,6-2 6-4,3,SF
2000-W-T1-CAN-01A-2000,Canadian Open,Hard,56,T1,2000-08-14T00:00:00.000,046,200033,4,,Serena Williams,R,175,USA,,7,2613,200113,11,,Anna Kournikova,R,173,RUS,,14,1608,6-3 6-2,3,R16
2000-W-SL-USA-01A-2000,US Open,Hard,128,G,2000-08-22T00:00:00.000,109,200033,5,,Serena Williams,R,175,USA,,5,2911,200769,,,Giulia Casoni,R,,ITA,,103,311,6-4 6-2,3,R32
2000-W-SL-USA-01A-2000,US Open,Hard,128,G,2000-08-22T00:00:00.000,089,200033,5,,Serena Williams,R,175,USA,,5,2911,200069,,,Nadia Petrova,R,178,RUS,,52,665,6-3 6-2,3,R64
2000-W-SL-USA-01A-2000,US Open,Hard,128,G,2000-08-22T00:00:00.000,124,200128,2,,Lindsay Davenport,R,189,USA,,2,5538,200033,5,,Serena Williams,R,175,USA,,5,2911,6-4 6-2,3,QF
2000-W-SL-USA-01A-2000,US Open,Hard,128,G,2000-08-22T00:00:00.000,119,200033,5,,Serena Williams,R,175,USA,,5,2911,200120,,,Jelena Dokic,R,175,AUS,,43,758,7-6 6-0,3,R16
2000-W-SL-USA-01A-2000,US Open,Hard,128,G,2000-08-22T00:00:00.000,049,200033,5,,Serena Williams,R,175,USA,,5,2911,200122,,,Tina Pisnik,R,,SLO,,61,543,6-3 6-2,3,R128
2000-W-T2-JPN-01A-2000,Tokyo,Hard,28,T2,2000-09-30T00:00:00.000,024,200033,2,,Serena Williams,R,175,USA,,8,2055,200120,8,,Jelena Dokic,R,175,AUS,,31,864,6-3 6-4,3,QF
2000-W-T2-JPN-01A-2000,Tokyo,Hard,28,T2,2000-09-30T00:00:00.000,026,200033,2,,Serena Williams,R,175,USA,,8,2055,201083,,Q,Daja Bedanova,R,,CZE,,85,377,6-1 6-4,3,SF
2000-W-T2-JPN-01A-2000,Tokyo,Hard,28,T2,2000-09-30T00:00:00.000,020,200033,2,,Serena Williams,R,175,USA,,8,2055,200009,,,Tamarine Tanasugarn,R,165,THA,,39,789,6-1 6-4,3,R16
2000-W-T2-JPN-01A-2000,Tokyo,Hard,28,T2,2000-09-30T00:00:00.000,027,200033,2,,Serena Williams,R,175,USA,,8,2055,200112,4,,Julie Halard Decugis,R,,FRA,,19,1200,7-5 6-1,3,F
2001-W-T2-AUS-01A-2001,Sydney,Hard,28,T2,2001-01-07T00:00:00.000,003,200033,5,,Serena Williams,R,175,USA,,6,2306,200068,,,Lilia Osterloh,R,,USA,,42,733,6-3 7-6(6),3,R32
2001-W-T2-AUS-01A-2001,Sydney,Hard,28,T2,2001-01-07T00:00:00.000,021,200001,1,,Martina Hingis,R,170,SUI,,1,6044,200033,5,,Serena Williams,R,175,USA,,6,2306,6-4 7-5,3,QF
2001-W-T2-AUS-01A-2001,Sydney,Hard,28,T2,2001-01-07T00:00:00.000,014,200033,5,,Serena Williams,R,175,USA,,6,2306,200115,,Q,Brie Rippner,R,,USA,,73,444,6-1 6-2,3,R16
2001-W-SL-AUS-01A-2001,Australian Open,Hard,128,G,2001-01-15T00:00:00.000,072,200033,6,,Serena Williams,R,175,USA,,6,2374,200069,,,Nadia Petrova,R,178,RUS,,61,524,6-3 6-2,3,R64
2001-W-SL-AUS-01A-2001,Australian Open,Hard,128,G,2001-01-15T00:00:00.000,100,200033,6,,Serena Williams,R,175,USA,,6,2374,200009,,,Tamarine Tanasugarn,R,165,THA,,30,937,6-1 6-4,3,R32
2001-W-SL-AUS-01A-2001,Australian Open,Hard,128,G,2001-01-15T00:00:00.000,114,200033,6,,Serena Williams,R,175,USA,,6,2374,201083,,,Daja Bedanova,R,,CZE,,51,638,6-2 6-2,3,R16
2001-W-SL-AUS-01A-2001,Australian Open,Hard,128,G,2001-01-15T00:00:00.000,121,200001,1,,Martina Hingis,R,170,SUI,,1,6252,200033,6,,Serena Williams,R,175,USA,,6,2374,6-2 3-6 8-6,3,QF
2001-W-SL-AUS-01A-2001,Australian Open,Hard,128,G,2001-01-15T00:00:00.000,016,200033,6,,Serena Williams,R,175,USA,,6,2374,200091,,WC,Janet Lee,R,,TPE,,118,278,6-1 6-4,3,R128
2001-W-T1-USA-01A-2001,Indian Wells,Hard,96,T1,2001-03-08T00:00:00.000,095,200033,7,,Serena Williams,R,175,USA,,10,1957,200079,14,,Kim Clijsters,R,,BEL,,19,1383,4-6 6-4 6-2,3,F
2001-W-T1-USA-01A-2001,Indian Wells,Hard,96,T1,2001-03-08T00:00:00.000,077,200033,7,,Serena Williams,R,175,USA,,10,1957,200061,26,,Gala Leon Garcia,L,,ESP,,30,905,6-3 6-1,3,R32
2001-W-T1-USA-01A-2001,Indian Wells,Hard,96,T1,2001-03-08T00:00:00.000,092,200033,7,,Serena Williams,R,175,USA,,10,1957,200128,2,,Lindsay Davenport,R,189,USA,,2,4926,6-1 6-2,3,QF
2001-W-T1-USA-01A-2001,Indian Wells,Hard,96,T1,2001-03-08T00:00:00.000,057,200033,7,,Serena Williams,R,175,USA,,10,1957,200088,,,Adriana Gersi,R,,CZE,,59,535,6-3 6-2,3,R64
2001-W-T1-USA-01A-2001,Indian Wells,Hard,96,T1,2001-03-08T00:00:00.000,087,200033,7,,Serena Williams,R,175,USA,,10,1957,200086,12,,Magdalena Maleeva,R,168,BUL,,16,1528,6-3 6-2,3,R16
2001-W-T1-USA-01A-2001,Indian Wells,Hard,96,T1,2001-03-08T00:00:00.000,094,200033,7,,Serena Williams,R,175,USA,,10,1957,200748,3,,Venus Williams,R,185,USA,,3,4207,W/O,3,SF
2001-W-T1-USA-02A-2001,Miami,Hard,96,T1,2001-03-21T00:00:00.000,085,200033,5,,Serena Williams,R,175,USA,,7,2275,200079,11,,Kim Clijsters,R,,BEL,,16,1623,6-0 6-2,3,R16
2001-W-T1-USA-02A-2001,Miami,Hard,96,T1,2001-03-21T00:00:00.000,049,200033,5,,Serena Williams,R,175,USA,,7,2275,200047,,,Pavlina Nola,R,,NZL,,80,419,6-1 6-4,3,R64
2001-W-T1-USA-02A-2001,Miami,Hard,96,T1,2001-03-21T00:00:00.000,091,200077,4,,Jennifer Capriati,R,170,USA,,5,2480,200033,5,,Serena Williams,R,175,USA,,7,2275,6-1 7-6(5),3,QF
2001-W-T1-USA-02A-2001,Miami,Hard,96,T1,2001-03-21T00:00:00.000,073,200033,5,,Serena Williams,R,175,USA,,7,2275,201204,,,Iroda Tulyaganova,R,,UZB,,70,475,3-6 6-3 6-2,3,R32
2001-W-SL-FRA-01A-2001,French Open,Clay,128,G,2001-05-28T00:00:00.000,104,200033,6,,Serena Williams,R,175,USA,,7,2319,201298,,Q,Zsofia Gubacsi,R,,HUN,,165,182,6-1 6-2,3,R32
2001-W-SL-FRA-01A-2001,French Open,Clay,128,G,2001-05-28T00:00:00.000,032,200033,6,,Serena Williams,R,175,USA,,7,2319,200127,,,Sarah Pitkowski Malcor,R,,FRA,,91,366,6-2 6-7(4) 6-1,3,R128
2001-W-SL-FRA-01A-2001,French Open,Clay,128,G,2001-05-28T00:00:00.000,122,200077,4,,Jennifer Capriati,R,170,USA,,4,3338,200033,6,,Serena Williams,R,175,USA,,7,2319,6-2 5-7 6-2,3,QF
2001-W-SL-FRA-01A-2001,French Open,Clay,128,G,2001-05-28T00:00:00.000,116,200033,6,,Serena Williams,R,175,USA,,7,2319,200069,,,Nadia Petrova,R,178,RUS,,58,553,6-3 6-1,3,R16
2001-W-SL-FRA-01A-2001,French Open,Clay,128,G,2001-05-28T00:00:00.000,080,200033,6,,Serena Williams,R,175,USA,,7,2319,200011,,Q,Katarina Srebotnik,R,180,SLO,,138,232,6-0 7-5,3,R64
2001-W-SL-GBR-01A-2001,Wimbledon,Grass,128,G,2001-06-25T00:00:00.000,104,200033,5,,Serena Williams,R,175,USA,,5,2481,200022,,,Emmanuelle Gagliardi,R,,SUI,,96,347,6-1 6-2,3,R32
2001-W-SL-GBR-01A-2001,Wimbledon,Grass,128,G,2001-06-25T00:00:00.000,122,200077,4,,Jennifer Capriati,R,170,USA,,4,4149,200033,5,,Serena Williams,R,175,USA,,5,2481,6-7(4) 7-5 6-3,3,QF
2001-W-SL-GBR-01A-2001,Wimbledon,Grass,128,G,2001-06-25T00:00:00.000,080,200033,5,,Serena Williams,R,175,USA,,5,2481,200094,,,Barbara Rittner,R,,GER,,52,617,6-4 6-0,3,R64
2001-W-SL-GBR-01A-2001,Wimbledon,Grass,128,G,2001-06-25T00:00:00.000,116,200033,5,,Serena Williams,R,175,USA,,5,2481,200086,12,,Magdalena Maleeva,R,168,BUL,,14,1608,6-2 6-1,3,R16
2001-W-SL-GBR-01A-2001,Wimbledon,Grass,128,G,2001-06-25T00:00:00.000,032,200033,5,,Serena Williams,R,175,USA,,5,2481,200119,,,Rita Kuti Kis,L,,HUN,,65,493,6-1 6-0,3,R128
2001-W-T2-USA-05A-2001,Los Angeles,Hard,48,T2,2001-08-06T00:00:00.000,042,200652,6,,Monica Seles,L,,USA,,10,2042,200033,4,,Serena Williams,R,175,USA,,8,2381,6-2 3-6 7-6(2),3,QF
2001-W-T2-USA-05A-2001,Los Angeles,Hard,48,T2,2001-08-06T00:00:00.000,021,200033,4,,Serena Williams,R,175,USA,,8,2381,200766,,,Jennifer Hopkins,R,,USA,,69,489,7-5 6-3,3,R32
2001-W-T2-USA-05A-2001,Los Angeles,Hard,48,T2,2001-08-06T00:00:00.000,035,200033,4,,Serena Williams,R,175,USA,,8,2381,200036,,,Nicole Pratt,R,,AUS,,77,451,6-3 6-3,3,R16
2001-W-T1-CAN-01A-2001,Canadian Open,Hard,56,T1,2001-08-13T00:00:00.000,046,200033,4,,Serena Williams,R,175,USA,,10,2000,200032,15,,Barbara Schett,R,176,AUT,,22,1263,3-6 6-3 6-2,3,R16
2001-W-T1-CAN-01A-2001,Canadian Open,Hard,56,T1,2001-08-13T00:00:00.000,036,200033,4,,Serena Williams,R,175,USA,,10,2000,200723,,,Iva Majoli,R,,CRO,,51,644,7-6(2) 6-1,3,R32
2001-W-T1-CAN-01A-2001,Canadian Open,Hard,56,T1,2001-08-13T00:00:00.000,054,200033,4,,Serena Williams,R,175,USA,,10,2000,200652,5,,Monica Seles,L,,USA,,8,2352,7-5 7-6(5),3,SF
2001-W-T1-CAN-01A-2001,Canadian Open,Hard,56,T1,2001-08-13T00:00:00.000,051,200033,4,,Serena Williams,R,175,USA,,10,2000,200016,11,,Sandrine Testud,R,,FRA,,18,1402,6-0 6-2,3,QF
2001-W-T1-CAN-01A-2001,Canadian Open,Hard,56,T1,2001-08-13T00:00:00.000,055,200033,4,,Serena Williams,R,175,USA,,10,2000,200077,1,,Jennifer Capriati,R,170,USA,,3,4519,6-1 6-7(7) 6-3,3,F
2001-W-SL-USA-01A-2001,US Open,Hard,128,G,2001-08-27T00:00:00.000,122,200033,10,,Serena Williams,R,175,USA,,10,2125,200128,3,,Lindsay Davenport,R,189,USA,,3,4731,6-3 6-7(7) 7-5,3,QF
2001-W-SL-USA-01A-2001,US Open,Hard,128,G,2001-08-27T00:00:00.000,077,200033,10,,Serena Williams,R,175,USA,,10,2125,200044,,,Denisa Chladkova,R,,CZE,,43,726,6-1 6-1,3,R64
2001-W-SL-USA-01A-2001,US Open,Hard,128,G,2001-08-27T00:00:00.000,125,200033,10,,Serena Williams,R,175,USA,,10,2125,200001,1,,Martina Hingis,R,170,SUI,,1,5342,6-3 6-2,3,SF
2001-W-SL-USA-01A-2001,US Open,Hard,128,G,2001-08-27T00:00:00.000,127,200748,4,,Venus Williams,R,185,USA,,4,4433,200033,10,,Serena Williams,R,175,USA,,10,2125,6-2 6-4,3,F
2001-W-SL-USA-01A-2001,US Open,Hard,128,G,2001-08-27T00:00:00.000,025,200033,10,,Serena Williams,R,175,USA,,10,2125,200090,,,Anca Barna,L,,GER,,95,370,4-6 6-1 6-2,3,R128
2001-W-SL-USA-01A-2001,US Open,Hard,128,G,2001-08-27T00:00:00.000,116,200033,10,,Serena Williams,R,175,USA,,10,2125,200003,6,,Justine Henin,R,167,BEL,,6,2693,7-5 6-0,3,R16
2001-W-SL-USA-01A-2001,US Open,Hard,128,G,2001-08-27T00:00:00.000,103,200033,10,,Serena Williams,R,175,USA,,10,2125,201292,,,Martina Sucha,R,,SVK,,103,341,6-1 6-0,3,R32
2001-W-WT-GER-01A-2001,WTA Tour Championships,Hard,16,W,2001-10-30T00:00:00.000,015,200033,7,,Serena Williams,R,175,USA,,10,2501,200128,2,,Lindsay Davenport,R,189,USA,,2,4901,W/O,3,F
2001-W-WT-GER-01A-2001,WTA Tour Championships,Hard,16,W,2001-10-30T00:00:00.000,010,200033,7,,Serena Williams,R,175,USA,,10,2501,200003,4,,Justine Henin,R,167,BEL,,6,2899,6-3 7-6(5),3,QF
2001-W-WT-GER-01A-2001,WTA Tour Championships,Hard,16,W,2001-10-30T00:00:00.000,013,200033,7,,Serena Williams,R,175,USA,,10,2501,200016,,,Sandrine Testud,R,,FRA,,14,1794,6-3 6-0,3,SF
2001-W-WT-GER-01A-2001,WTA Tour Championships,Hard,16,W,2001-10-30T00:00:00.000,004,200033,7,,Serena Williams,R,175,USA,,10,2501,200700,,,Silvia Farina Elia,R,,ITA,,15,1729,6-0 6-2,3,R16
2002-W-T2-AUS-01A-2002,Sydney,Hard,28,T2,2002-01-06T00:00:00.000,025,200046,8,,Meghann Shaughnessy,R,,USA,,13,1736,200033,4,,Serena Williams,R,175,USA,,6,3004,5-4 RET,3,SF
2002-W-T2-AUS-01A-2002,Sydney,Hard,28,T2,2002-01-06T00:00:00.000,015,200033,4,,Serena Williams,R,175,USA,,6,3004,200113,,WC,Anna Kournikova,R,173,RUS,,66,553,6-2 4-6 6-3,3,R16
2002-W-T2-AUS-01A-2002,Sydney,Hard,28,T2,2002-01-06T00:00:00.000,022,200033,4,,Serena Williams,R,175,USA,,6,3004,200065,6,,Amelie Mauresmo,R,175,FRA,,9,2765,6-4 7-6(6),3,QF
2002-W-T2-USA-01A-2002,Scottsdale,Hard,28,T2,2002-02-25T00:00:00.000,027,200033,3,,Serena Williams,R,175,USA,,9,2875,200077,1,,Jennifer Capriati,R,170,USA,,2,4684,6-2 4-6 6-4,3,F
2002-W-T2-USA-01A-2002,Scottsdale,Hard,28,T2,2002-02-25T00:00:00.000,023,200033,3,,Serena Williams,R,175,USA,,9,2875,200036,,,Nicole Pratt,R,,AUS,,42,770,6-2 7-5,3,QF
2002-W-T2-USA-01A-2002,Scottsdale,Hard,28,T2,2002-02-25T00:00:00.000,026,200033,3,,Serena Williams,R,175,USA,,9,2875,200001,2,,Martina Hingis,R,170,SUI,,5,3558,6-1 3-6 6-4,3,SF
2002-W-T2-USA-01A-2002,Scottsdale,Hard,28,T2,2002-02-25T00:00:00.000,018,200033,3,,Serena Williams,R,175,USA,,9,2875,200121,,Q,Alina Jidkova,R,,RUS,,84,430,6-3 6-3,3,R16
2002-W-T1-USA-02A-2002,Miami,Hard,96,T1,2002-03-18T00:00:00.000,073,200033,8,,Serena Williams,R,175,USA,,9,2793,200011,,WC,Katarina Srebotnik,R,180,SLO,,56,616,6-1 6-0,3,R32
2002-W-T1-USA-02A-2002,Miami,Hard,96,T1,2002-03-18T00:00:00.000,049,200033,8,,Serena Williams,R,175,USA,,9,2793,200068,,,Lilia Osterloh,R,,USA,,53,651,7-5 6-1,3,R64
2002-W-T1-USA-02A-2002,Miami,Hard,96,T1,2002-03-18T00:00:00.000,091,200033,8,,Serena Williams,R,175,USA,,9,2793,200001,3,,Martina Hingis,R,170,SUI,,3,3811,6-4 6-0,3,QF
2002-W-T1-USA-02A-2002,Miami,Hard,96,T1,2002-03-18T00:00:00.000,095,200033,8,,Serena Williams,R,175,USA,,9,2793,200077,1,,Jennifer Capriati,R,170,USA,,1,4767,7-5 7-6(4),3,F
2002-W-T1-USA-02A-2002,Miami,Hard,96,T1,2002-03-18T00:00:00.000,094,200033,8,,Serena Williams,R,175,USA,,9,2793,200748,2,,Venus Williams,R,185,USA,,2,4616,6-2 6-2,3,SF
2002-W-T1-USA-02A-2002,Miami,Hard,96,T1,2002-03-18T00:00:00.000,085,200033,8,,Serena Williams,R,175,USA,,9,2793,200126,,,Marissa Gould,R,,USA,,63,562,6-1 6-4,3,R16
2002-W-T1-USA-03A-2002,Charleston,Clay,56,T1,2002-04-15T00:00:00.000,050,200067,,,Patty Schnyder,L,168,SUI,,30,943,200033,3,,Serena Williams,R,175,USA,,7,3271,2-6 6-4 7-5,3,QF
2002-W-T1-USA-03A-2002,Charleston,Clay,56,T1,2002-04-15T00:00:00.000,043,200033,3,,Serena Williams,R,175,USA,,7,3271,200109,,,Nathalie Dechy,R,177,FRA,,32,920,7-6(3) 6-3,3,R16
2002-W-T1-USA-03A-2002,Charleston,Clay,56,T1,2002-04-15T00:00:00.000,029,200033,3,,Serena Williams,R,175,USA,,7,3271,200766,,,Jennifer Hopkins,R,,USA,,70,534,6-0 6-2,3,R32
2002-W-T1-GER-01A-2002,Berlin,Clay,56,T1,2002-05-06T00:00:00.000,055,200003,5,,Justine Henin,R,167,BEL,,8,3112,200033,4,,Serena Williams,R,175,USA,,5,3363,6-2 1-6 7-6(5),3,F
2002-W-T1-GER-01A-2002,Berlin,Clay,56,T1,2002-05-06T00:00:00.000,046,200033,4,,Serena Williams,R,175,USA,,5,3363,200086,,,Magdalena Maleeva,R,168,BUL,,26,1070,7-6(2) 6-4,3,R16
2002-W-T1-GER-01A-2002,Berlin,Clay,56,T1,2002-05-06T00:00:00.000,036,200033,4,,Serena Williams,R,175,USA,,5,3363,200032,,,Barbara Schett,R,176,AUT,,22,1132,6-3 6-2,3,R32
2002-W-T1-GER-01A-2002,Berlin,Clay,56,T1,2002-05-06T00:00:00.000,051,200033,4,,Serena Williams,R,175,USA,,5,3363,200065,7,,Amelie Mauresmo,R,175,FRA,,10,2252,W/O,3,QF
2002-W-T1-GER-01A-2002,Berlin,Clay,56,T1,2002-05-06T00:00:00.000,054,200033,4,,Serena Williams,R,175,USA,,5,3363,200040,,,Anna Smashnova,R,,ISR,,35,902,6-3 6-2,3,SF
2002-W-T1-ITA-01A-2002,Rome,Clay,56,T1,2002-05-13T00:00:00.000,051,200033,4,,Serena Williams,R,175,USA,,4,3609,200772,,,Anastasia Myskina,R,174,RUS,,30,1026,6-3 6-4,3,QF
2002-W-T1-ITA-01A-2002,Rome,Clay,56,T1,2002-05-13T00:00:00.000,055,200033,4,,Serena Williams,R,175,USA,,4,3609,200003,5,,Justine Henin,R,167,BEL,,8,3335,7-6(6) 6-4,3,F
2002-W-T1-ITA-01A-2002,Rome,Clay,56,T1,2002-05-13T00:00:00.000,054,200033,4,,Serena Williams,R,175,USA,,4,3609,200077,2,,Jennifer Capriati,R,170,USA,,2,4449,6-2 3-6 7-5,3,SF
2002-W-T1-ITA-01A-2002,Rome,Clay,56,T1,2002-05-13T00:00:00.000,046,200033,4,,Serena Williams,R,175,USA,,4,3609,200044,,Q,Denisa Chladkova,R,,CZE,,105,344,6-1 6-2,3,R16
2002-W-T1-ITA-01A-2002,Rome,Clay,56,T1,2002-05-13T00:00:00.000,036,200033,4,,Serena Williams,R,175,USA,,4,3609,200010,,,Rita Grande,R,,ITA,,35,906,6-0 6-3,3,R32
2002-W-SL-FRA-01A-2002,French Open,Clay,128,G,2002-05-27T00:00:00.000,073,200033,3,,Serena Williams,R,175,USA,,3,4036,200720,,Q,Dally Randriantefy,R,,MAD,,169,178,6-2 6-3,3,R64
2002-W-SL-FRA-01A-2002,French Open,Clay,128,G,2002-05-27T00:00:00.000,125,200033,3,,Serena Williams,R,175,USA,,3,4036,200077,1,,Jennifer Capriati,R,170,USA,,1,4617,3-6 7-6(2) 6-2,3,SF
2002-W-SL-FRA-01A-2002,French Open,Clay,128,G,2002-05-27T00:00:00.000,115,200033,3,,Serena Williams,R,175,USA,,3,4036,201329,,Q,Vera Zvonareva,R,172,RUS,,142,225,4-6 6-0 6-1,3,R16
2002-W-SL-FRA-01A-2002,French Open,Clay,128,G,2002-05-27T00:00:00.000,017,200033,3,,Serena Williams,R,175,USA,,3,4036,201292,,,Martina Sucha,R,,SVK,,39,838,6-3 6-0,3,R128
2002-W-SL-FRA-01A-2002,French Open,Clay,128,G,2002-05-27T00:00:00.000,101,200033,3,,Serena Williams,R,175,USA,,3,4036,200697,,,Janette Husarova,R,,SVK,,41,787,6-1 6-3,3,R32
2002-W-SL-FRA-01A-2002,French Open,Clay,128,G,2002-05-27T00:00:00.000,122,200033,3,,Serena Williams,R,175,USA,,3,4036,200096,,WC,Mary Pierce,R,178,FRA,,132,242,6-1 6-1,3,QF
2002-W-SL-FRA-01A-2002,French Open,Clay,128,G,2002-05-27T00:00:00.000,127,200033,3,,Serena Williams,R,175,USA,,3,4036,200748,2,,Venus Williams,R,185,USA,,2,4591,7-5 6-3,3,F
2002-W-SL-GBR-01A-2002,Wimbledon,Grass,128,G,2002-06-24T00:00:00.000,064,200033,2,,Serena Williams,R,175,USA,,2,4926,200103,,,Evie Dominikovic,R,,AUS,,103,342,6-1 6-1,3,R128
2002-W-SL-GBR-01A-2002,Wimbledon,Grass,128,G,2002-06-24T00:00:00.000,126,200033,2,,Serena Williams,R,175,USA,,2,4926,200065,9,,Amelie Mauresmo,R,175,FRA,,11,1827,6-2 6-1,3,SF
2002-W-SL-GBR-01A-2002,Wimbledon,Grass,128,G,2002-06-24T00:00:00.000,096,200033,2,,Serena Williams,R,175,USA,,2,4926,201212,,,Francesca Schiavone,R,166,ITA,,45,767,6-3 6-3,3,R64
2002-W-SL-GBR-01A-2002,Wimbledon,Grass,128,G,2002-06-24T00:00:00.000,120,200033,2,,Serena Williams,R,175,USA,,2,4926,200039,,,Chanda Rubin,R,168,USA,,27,1062,6-3 6-3,3,R16
2002-W-SL-GBR-01A-2002,Wimbledon,Grass,128,G,2002-06-24T00:00:00.000,112,200033,2,,Serena Williams,R,175,USA,,2,4926,200042,,Q,Els Callens,R,,BEL,,119,289,7-6(5) 7-6(2),3,R32
2002-W-SL-GBR-01A-2002,Wimbledon,Grass,128,G,2002-06-24T00:00:00.000,124,200033,2,,Serena Williams,R,175,USA,,2,4926,201290,11,,Daniela Hantuchova,R,181,SVK,,12,1688,6-3 6-2,3,QF
2002-W-SL-GBR-01A-2002,Wimbledon,Grass,128,G,2002-06-24T00:00:00.000,127,200033,2,,Serena Williams,R,175,USA,,2,4926,200748,1,,Venus Williams,R,185,USA,,1,5205,7-6(4) 6-3,3,F
2002-W-T2-USA-05A-2002,Los Angeles,Hard,48,T2,2002-08-04T00:00:00.000,033,200033,1,,Serena Williams,R,175,USA,,1,5742,200109,15,,Nathalie Dechy,R,177,FRA,,27,1099,6-2 6-1,3,R16
2002-W-T2-USA-05A-2002,Los Angeles,Hard,48,T2,2002-08-04T00:00:00.000,017,200033,1,,Serena Williams,R,175,USA,,1,5742,200111,,,Lina Krasnoroutskaya,R,,RUS,,279,75,6-4 6-2,3,R32
2002-W-T2-USA-05A-2002,Los Angeles,Hard,48,T2,2002-08-04T00:00:00.000,041,200039,12,,Chanda Rubin,R,168,USA,,21,1205,200033,1,,Serena Williams,R,175,USA,,1,5742,6-2 4-6 7-5,3,QF
